country,year,gdp_per_capita,life_expectancy
ECA,2019,6020.63670154835,74.821186588313
ECA,2020,5733.41761868436,73.5589573506665
ECA,2021,6623.35137698536,72.8874329657208
ECA,2022,7247.60981221236,74.5786223390478
ECA,2023,8571.4101866164,74.7987152767476
TEC,2015,8004.56641973475,73.3424651216518
TEC,2016,7653.97807124132,73.6922376190485
TEC,2017,8560.70709859886,74.134211186205
TEC,2018,8890.61596620106,74.3004387516548
TEC,2019,9034.43209100317,74.5939674450224
TEC,2020,8456.58174660206,73.1523738187621
TEC,2021,9987.98864443054,72.1539007720004
TEC,2022,11410.4415323006,74.1916033602425
TEC,2023,12106.9240912296,74.7300564025194
EUU,2015,30769.090644109,80.5708966220669
EUU,2016,31462.4341209885,80.9530808081627
EUU,2017,33391.9679020533,80.9303097853099
EUU,2018,36054.3954466385,81.0317510064821
EUU,2019,35374.6443827131,81.3194524901834
EUU,2020,34698.4032089427,80.4414754678551
EUU,2021,39214.3660784805,80.3071964400875
EUU,2022,37962.8295010744,80.7129818383208
EUU,2023,41392.0743803078,81.4114503796876
FCS,2015,1815.53207965872,60.7449931085508
FCS,2016,1635.50703091345,60.9861836667017
FCS,2017,1706.44326854085,61.2296826870124
FCS,2018,1823.31230335011,61.7825083062786
FCS,2019,1893.88268968493,62.1379545505037
FCS,2020,1685.09795088858,62.0663682854031
FCS,2021,1757.35640223069,61.6086810439385
FCS,2022,1897.94911362527,62.702271566254
FCS,2023,1722.02197897444,63.3499447771075
HPC,2015,917.999801798178,61.561793936137
HPC,2016,900.498036025473,62.0038083727554
HPC,2017,939.745532135346,62.3151956659401
HPC,2018,977.345900504428,62.798544258222
HPC,2019,984.570661558163,63.0898004183278
HPC,2020,968.074022023344,63.0726319690016
HPC,2021,1049.99987506014,62.5313735700637
HPC,2022,1111.39185793698,63.8404458555462
HPC,2023,1140.19606998258,64.7159054177481
HIC,2015,36571.192904688,79.5243746239928
HIC,2016,37055.7538854894,79.7243724353495
HIC,2017,38782.9175406853,79.8538410660347
HIC,2018,41079.7872699609,79.9668020572923
HIC,2019,41351.4989053257,80.1994382042117
HIC,2020,40219.1360185556,79.2043516940348
HIC,2021,45211.9410454249,78.8000564470189
HIC,2022,46655.1648590412,79.4313242226593
HIC,2023,48708.4624685822,80.1500151183354
IBD,2015,5572.51411128581,73.0330191420732
IBD,2016,5560.96329446574,73.259443703247
IBD,2017,6080.71326559023,73.4860165794436
IBD,2018,6429.48761275569,73.7952368045971
IBD,2019,6517.95432240943,74.0315931724484
IBD,2020,6236.68120499036,73.29542288776
IBD,2021,7366.1147382175,71.974522937271
IBD,2022,7745.39306575372,74.251561351988
IBD,2023,7964.73675347128,74.5209699459191
IBT,2015,4494.44119703311,70.3718991784647
IBT,2016,4467.69831583104,70.6142743615375
IBT,2017,4853.16565473343,70.8311670216616
IBT,2018,5111.82139451166,71.153328289214
IBT,2019,5169.58132257986,71.3942743859044
IBT,2020,4932.64621363092,70.7491565630532
IBT,2021,5764.25548879941,69.6682599282971
IBT,2022,6043.77728725502,71.6779222363782
IBT,2023,6157.39821498709,72.0008209186498
IDB,2015,1947.83629776554,60.2944946354402
IDB,2016,1790.52401341516,60.5761664527178
IDB,2017,1804.57402176769,60.818392907263
IDB,2018,1869.41970744766,61.0740542759518
IDB,2019,1878.13375771486,61.3259973798573
IDB,2020,1735.42504387769,60.8180066140619
IDB,2021,1857.19734593257,60.876535738179
IDB,2022,1962.52152270807,62.1288641416852
IDB,2023,1729.91982930792,62.4621643327349
IDX,2015,1023.94411088699,63.8821179927396
IDX,2016,1058.23347491943,64.3101407903027
IDX,2017,1116.07416051941,64.6098588988294
