,,gdp_per_capita,health_exp_gdp,life_expectancy,infant_mortality,population
BOL,2024,4001.21133990795,,,,12413315.0
BIH,2015,4662.25883724069,9.24086571,77.073,5.9,3518541.0
BIH,2016,4928.5665251728,9.13943481,77.124,5.9,3473003.0
BIH,2017,5345.01985489192,8.81797314,77.385,6.0,3428682.0
BIH,2018,6047.84584261133,8.76100445,77.942,5.9,3387000.0
BIH,2019,6122.3753450882,8.92544365,77.394,5.9,3345533.0
BIH,2020,6130.31133245161,9.70311832,76.04,5.8,3299349.0
BIH,2021,7295.3438240957,9.55514336,74.567,5.7,3244907.0
BIH,2022,7655.59421024383,8.71644783,76.777,5.5,3204802.0
BIH,2023,8663.02322987879,,77.85,5.3,3185073.0
BIH,2024,8957.37294188215,,,,3164253.0
BWA,2015,6141.20394726616,6.10287762,63.215,47.2,2203273.0
BWA,2016,6749.05994339013,5.76837635,64.32,46.7,2234776.0
BWA,2017,7104.96401088027,6.62986994,65.42,44.3,2266747.0
BWA,2018,7407.95940141786,6.04010344,66.371,43.2,2299141.0
BWA,2019,7172.08956480028,6.12193203,67.167,42.3,2332083.0
BWA,2020,6323.29749806946,6.1213398,67.643,41.5,2365894.0
BWA,2021,7807.88794500125,6.30754805,63.303,40.3,2401441.0
BWA,2022,8328.70905682185,5.72838593,68.749,39.2,2439892.0
BWA,2023,7826.35376483298,,69.163,38.2,2480244.0
BWA,2024,7695.2420641819,,,,2521139.0
BRA,2015,8936.19661712113,8.90929985,75.106,13.7,201675532.0
BRA,2016,8836.28652735657,9.16901684,75.081,14.6,203218114.0
BRA,2017,10080.5092819305,9.47125053,75.383,13.3,204703445.0
BRA,2018,9300.66164923219,9.46475029,75.633,13.1,206107261.0
BRA,2019,9029.83326681073,9.61449146,75.809,13.0,207455459.0
BRA,2020,7074.19378337644,9.62326527,74.506,12.8,208660842.0
BRA,2021,7972.5366498646,9.63646507,73.038,12.7,209550294.0
BRA,2022,9281.33334441234,9.14277458,74.872,12.6,210306415.0
BRA,2023,10377.5892792557,,75.848,12.5,211140729.0
BRA,2024,10280.3148624429,,,,211998573.0
VGB,2015,,,76.558,14.0,34498.0
VGB,2016,,,76.624,13.8,33878.0
VGB,2017,,,75.67,13.6,32699.0
VGB,2018,,,76.728,13.3,34657.0
VGB,2019,,,76.845,13.0,36395.0
VGB,2020,,,76.894,12.7,37135.0
VGB,2021,,,75.297,12.3,37809.0
VGB,2022,,,77.177,12.0,38319.0
VGB,2023,,,77.276,11.6,38985.0
VGB,2024,,,,,39471.0
BRN,2015,30625.128732694,2.38708901,74.88,8.5,422212.0
BRN,2016,26663.2973199878,2.54828691,74.905,8.6,427564.0
BRN,2017,28024.3824618568,2.27022862,74.943,8.6,432772.0
BRN,2018,30988.1190497851,2.41289377,74.992,8.6,437810.0
BRN,2019,30426.5730284202,2.2277422,75.049,8.5,442680.0
BRN,2020,26834.3592463839,2.45178461,75.114,8.5,447404.0
BRN,2021,31006.9636220576,2.14642429,74.869,8.4,451721.0
BRN,2022,36632.9280421411,1.81768215,72.917,8.3,455370.0
BRN,2023,32890.5492465722,,75.327,8.2,458949.0
BRN,2024,33417.8357740437,,,,462721.0
BGR,2015,7268.65445473873,7.39363575,74.6146341463415,6.8,6984225.0
BGR,2016,7822.49923292968,7.45975018,74.8121951219512,6.4,6894139.0
BGR,2017,8696.68930427924,7.49624491,74.8146341463415,6.1,6803468.0
BGR,2018,9872.38507789106,7.33192015,74.9634146341464,5.8,6710798.0
BGR,2019,10372.8044341114,7.09237671,75.1121951219512,5.5,6616726.0
BGR,2020,10769.9475699414,8.48235893,73.3560975609756,5.4,6550696.0
BGR,2021,12972.2173356002,8.61892796,71.2121951219512,5.2,6507301.0
BGR,2022,13999.6719197289,7.66357517,74.1609756097561,5.1,6465097.0
BGR,2023,15883.8618545581,,75.7073170731707,5.0,6446596.0
BGR,2024,17412.4115085691,,,,6444366.0
BFA,2015,630.124750752312,5.13192415,58.778,56.3,18777487.0
BFA,2016,663.742364842886,5.95486307,59.173,54.7,19334856.0
BFA,2017,709.091535894695,6.05965996,59.578,53.1,19894407.0
BFA,2018,777.465618514048,4.9995389,59.972,51.6,20438288.0
BFA,2019,764.853077774946,5.36802721,60.184,50.2,20961952.0
BFA,2020,825.237038782475,6.57714844,60.454,48.7,21478690.0
BFA,2021,895.535288442991,6.40747881,60.046,47.3,21995243.0
BFA,2022,836.118304593682,6.77182007,60.7,46.1,22509038.0
BFA,2023,882.689810086163,,61.092,44.8,23025776.0
BFA,2024,987.321378101867,,,,23548781.0
BDI,2015,280.966831311923,6.29022646,60.107,41.8,11047580.0
BDI,2016,235.286205393908,7.06148243,60.789,40.0,11239451.0
BDI,2017,236.694472592753,6.95275736,61.345,38.4,11506762.0
BDI,2018,224.89939239264,7.29396152,61.806,37.0,11859446.0
BDI,2019,210.236494521532,9.05010796,62.18,35.6,12255336.0
BDI,2020,210.008139902508,10.71837234,62.569,34.5,12617036.0
BDI,2021,214.091455416133,8.99484253,62.101,33.4,12965481.0
BDI,2022,250.634225368744,8.39522648,62.882,32.4,13321097.0
BDI,2023,192.074305359351,,63.651,31.5,13689450.0
BDI,2024,153.930217854023,,,,14047786.0
CPV,2015,3415.06266730931,4.40073681,74.096,17.6,512394.0
CPV,2016,3608.96605234906,4.36134005,74.35,16.2,512554.0
CPV,2017,3893.09571382506,4.74573231,74.71,15.0,512893.0
CPV,2018,4294.96510035729,4.76032305,74.84,14.0,513415.0
CPV,2019,4380.78117331128,4.47111464,75.449,13.2,514104.0
CPV,2020,3539.22661248299,6.63319778,73.818,12.5,514679.0
CPV,2021,3971.44409203423,7.316607,74.424,12.0,516649.0
CPV,2022,4323.31362032709,6.67440224,75.907,11.5,519741.0
CPV,2023,4861.29184126229,,76.059,11.0,522331.0
CPV,2024,5272.85253011419,,,,524877.0
KHM,2015,1547.32010444393,4.62506533,69.398,27.7,15623251.0
KHM,2016,1675.19555711109,4.49053288,69.635,26.5,15852803.0
KHM,2017,1826.35391688754,4.26933241,69.842,25.4,16073372.0
KHM,2018,2036.67377566578,4.49707794,69.993,24.4,16274522.0
KHM,2019,2225.87705485686,5.05801058,70.127,23.5,16481304.0
KHM,2020,2081.73914242939,5.28458023,70.059,22.6,16725474.0
KHM,2021,2167.40324198499,5.51976061,69.301,21.9,16974305.0
KHM,2022,2325.03050040841,4.71089554,70.528,21.1,17201724.0
KHM,2023,2429.74853452838,,70.668,20.3,17423880.0
KHM,2024,2627.8796974226,,,,17638801.0
CMR,2015,1415.00009710569,4.12600517,59.687,53.2,22763414.0
CMR,2016,1441.7201725688,4.02253723,60.293,51.6,23454161.0
CMR,2017,1496.08951771242,3.79293942,60.817,49.7,24128601.0
CMR,2018,1610.69641591017,3.61970162,61.189,48.1,24806383.0
CMR,2019,1555.22660476477,3.65157914,61.695,46.8,25506095.0
CMR,2020,1555.60370660749,4.25051928,61.674,45.3,26210558.0
CMR,2021,1672.32657340872,4.30539274,61.146,43.8,26915758.0
CMR,2022,1604.87726954895,4.47835922,62.443,42.5,27632771.0
CMR,2023,1736.86091073524,,63.7,41.2,28372687.0
CMR,2024,1762.3683508844,,,,29123744.0
CAN,2015,43594.1941045394,10.76850224,81.8258536585366,4.7,35704498.0
CAN,2016,42314.0615817218,11.06097317,81.94,4.6,36110803.0
CAN,2017,45129.628116623,10.93421078,81.8129268292683,4.6,36545075.0
CAN,2018,46539.1761570405,10.94313335,81.8087804878049,4.5,37072620.0
CAN,2019,46352.8693445211,11.05897045,82.1636585365854,4.5,37618495.0
CAN,2020,43537.839298904,13.02419472,81.5351219512195,4.5,38028638.0
CAN,2021,52886.6616372703,12.41920948,81.5168292682927,4.5,38239864.0
CAN,2022,56256.8007264015,11.23432541,81.2453658536585,4.5,38935934.0
CAN,2023,54220.3285039875,11.22370815,81.6465853658537,4.4,40083484.0
CAN,2024,54282.6176051733,,,,41288599.0
CYM,2015,76379.2095108681,,78.119,,61642.0
CYM,2016,77802.2541567187,,78.367,,63100.0
CYM,2017,80053.9444506891,,78.615,,64535.0
CYM,2018,83865.5531568184,,78.835,,65941.0
CYM,2019,88254.2903677044,,79.052,,67327.0
CYM,2020,82338.7982853661,,79.23,,68684.0
CYM,2021,86438.445257404,,79.3,,70108.0
CYM,2022,92202.1478031576,,79.984,,71591.0
CYM,2023,97749.5078960846,,80.358,,73038.0
CYM,2024,,,,,74457.0
CAF,2015,366.322853938121,5.03434181,51.934,72.4,4629320.0
CAF,2016,387.176203444318,5.44402313,50.999,77.0,4713663.0
CAF,2017,432.324025684263,6.66541576,45.231,87.4,4793511.0
CAF,2018,455.243962859534,10.99526691,52.297,74.0,4878657.0
CAF,2019,449.228467602439,7.76140118,31.53,124.3,4944703.0
CAF,2020,462.879071294011,8.98555374,50.596,74.5,5026628.0
CAF,2021,492.263142830507,9.15270615,40.279,93.6,5112100.0
CAF,2022,467.359825026238,9.95509052,18.818,189.1,5098039.0
CAF,2023,495.978897288721,,57.408,60.4,5152421.0
CAF,2024,516.170424537757,,,,5330690.0
TCD,2015,993.990730610869,3.41504669,51.32,72.8,14647621.0
TCD,2016,861.831767630746,3.60402751,51.603,71.0,15114655.0
TCD,2017,854.46120040098,3.51023412,51.875,69.2,15622759.0
TCD,2018,948.656629871231,3.2893219,52.447,67.4,16156531.0
TCD,2019,893.336441643325,3.38253808,52.993,65.5,16685223.0
TCD,2020,866.947814890409,4.4533143,53.082,63.6,17224679.0
TCD,2021,946.358500208374,4.17851543,53.136,61.9,17828273.0
TCD,2022,966.036468278568,4.52549791,54.528,60.3,18455316.0
TCD,2023,989.058528968588,,55.069,58.7,19319064.0
TCD,2024,1016.08880662712,,,,20299123.0
CHI,2015,61852.0735568957,,81.4,,163454.0
CHI,2016,55950.1482938989,,81.2,,163883.0
CHI,2017,55806.5708942966,,81.0,,164319.0
CHI,2018,60783.3529257544,,81.1,,164949.0
CHI,2019,60568.108347955,,81.2,,165639.0
CHI,2020,56785.9402005039,,80.9,,166235.0
CHI,2021,66912.1753241171,,80.3,,166741.0
CHI,2022,67627.3084478235,,81.0,,167215.0
CHI,2023,74589.1381155014,,81.1,,167691.0
CHI,2024,,,,,168126.0
CHL,2015,13433.9202987032,8.3513937,80.008,6.8,18047625.0
CHL,2016,13649.8520452803,8.55767059,80.295,6.7,18267221.0
CHL,2017,14879.9086227187,9.090518,80.61,6.5,18558868.0
CHL,2018,15659.4808675628,9.15040398,80.559,6.3,18893191.0
CHL,2019,14495.716721687,9.29919815,80.324,6.0,19197744.0
CHL,2020,13114.815470545,9.68910599,79.349,5.9,19370624.0
CHL,2021,16206.8325493421,9.68593311,78.876,5.8,19456334.0
CHL,2022,15405.6165774073,10.06172848,79.176,5.9,19553036.0
CHL,2023,17067.0364799154,10.09532642,81.167,6.2,19658835.0
CHL,2024,16709.8893972307,,,,19764771.0
CHN,2015,8175.33285077393,4.93827963,76.975,8.2,1379860000.0
CHN,2016,8254.86859320357,4.97955608,77.214,7.6,1387790000.0
CHN,2017,8979.67652709856,5.06592178,77.235,7.0,1396215000.0
CHN,2018,10085.6638148819,5.16790485,77.709,6.4,1402760000.0
CHN,2019,10342.9009524335,5.3502779,77.94,6.0,1407745000.0
CHN,2020,10627.4637989619,5.59359741,78.019,5.5,1411100000.0
CHN,2021,12887.4357242941,5.38360548,78.117,5.1,1412360000.0
CHN,2022,12970.6056414327,5.36948681,78.202,4.8,1412175000.0
CHN,2023,12951.1782397043,,77.953,4.5,1410710000.0
CHN,2024,13303.1481543868,,,,1408975000.0
COL,2015,6248.51490534512,7.52338505,76.067,14.0,46969940.0
COL,2016,5959.84250367574,7.53117037,76.228,13.6,47437512.0
COL,2017,6479.53231292429,7.67864323,76.418,13.2,48131078.0
COL,2018,6816.96818309544,7.62541389,76.579,12.7,49024465.0
COL,2019,6472.54544924705,7.77954912,76.793,12.4,49907985.0
COL,2020,5339.68711357943,8.71432114,74.757,12.0,50629997.0
COL,2021,6222.62164397614,9.01772404,72.698,11.6,51188173.0
COL,2022,6680.44506854481,7.57361269,76.508,11.3,51737944.0
COL,2023,7000.83660501046,7.69168758,77.725,10.9,52321152.0
COL,2024,7913.98801464547,,,,52886363.0
COM,2015,1329.3704808998,4.60089922,64.473,42.5,726682.0
COM,2016,1365.48403353158,4.65263557,64.792,41.7,741741.0
COM,2017,1423.92480215551,5.26807451,65.127,41.0,756669.0
COM,2018,1540.71132331975,4.90318584,65.401,40.3,771590.0
COM,2019,1519.26386326167,5.18044472,65.662,39.5,786578.0
COM,2020,1527.16990927956,5.902421,65.756,38.7,802163.0
COM,2021,1587.72988601478,6.43369246,65.201,37.8,818174.0
COM,2022,1533.87755332151,8.3803854,66.481,36.8,834188.0
COM,2023,1682.20285095721,,66.777,35.7,850387.0
COM,2024,1784.11546860293,,,,866628.0
COD,2015,467.9145805459,3.74785447,58.658,56.2,81035531.0
COD,2016,442.310472110228,4.20027828,59.081,54.5,83956415.0
COD,2017,436.584534687385,4.00057793,59.495,52.9,87083398.0
COD,2018,528.256019777898,3.24127173,59.926,51.3,90047644.0
COD,2019,557.044161335917,3.508039,60.242,49.8,92947442.0
COD,2020,507.521230077872,3.97694445,60.428,48.4,95989998.0
COD,2021,558.034077296358,3.67749357,60.044,47.1,99148932.0
COD,2022,642.612267148918,3.78614616,60.979,45.8,102396968.0
COD,2023,633.395661686298,,61.895,44.5,105789731.0
COD,2024,647.435704836002,,,,109276265.0
COG,2015,2439.35189403696,2.45668483,63.662,35.0,5097581.0
COG,2016,2093.10728558843,2.59422994,63.911,33.9,5222536.0
COG,2017,2211.63309874797,2.36476016,64.203,32.9,5351011.0
COG,2018,2694.43413191427,1.75584984,64.472,32.0,5483118.0
COG,2019,2488.42466724916,2.34771276,63.152,33.0,5616661.0
COG,2020,1993.586671931,4.01775074,64.391,30.2,5752791.0
COG,2021,2516.16255145432,3.49339676,64.192,29.3,5892183.0
COG,2022,2620.83804304713,2.19224548,65.0,28.5,6035104.0
COG,2023,2477.97845477092,,65.772,27.6,6182885.0
COG,2024,2482.24894743495,,,,6332961.0
CRI,2015,11714.7105980803,7.59196186,80.407,7.8,4818038.0
CRI,2016,12091.0301606335,7.31724358,79.988,7.7,4866998.0
CRI,2017,12317.0902771322,7.04522991,79.994,7.7,4913177.0
CRI,2018,12590.2493781628,7.28587723,80.09,7.8,4957818.0
CRI,2019,12884.6859951947,7.2212491,80.296,7.9,4999553.0
CRI,2020,12394.0493969354,7.82545757,79.725,8.2,5034320.0
CRI,2021,12838.1185359009,7.61130476,78.05,8.5,5059988.0
CRI,2022,13625.9008491478,7.18368196,79.316,8.8,5081765.0
CRI,2023,16942.0268119304,,80.799,9.2,5105525.0
CRI,2024,18587.1532203614,,,,5129910.0
CIV,2015,1814.71855088017,3.2198832,58.281,59.0,25246342.0
CIV,2016,1862.59597081287,3.32101274,58.814,57.4,25989405.0
CIV,2017,1964.29930338343,3.24693036,59.315,55.8,26733372.0
CIV,2018,2130.86619381144,3.0916779,59.795,54.1,27464173.0
CIV,2019,2141.76836170115,3.18916845,60.274,52.3,28193009.0
CIV,2020,2179.72934832935,3.62327886,60.14,50.9,28915449.0
CIV,2021,2455.98127626488,3.76207662,60.29,49.2,29639736.0
CIV,2022,2333.37128334477,3.6424129,61.562,47.9,30395002.0
CIV,2023,2554.67304885576,,61.944,46.6,31165654.0
CIV,2024,2709.89511641252,,,,31934230.0
HRV,2015,12285.3032582105,6.65469885,77.2756097560976,4.2,4151725.0
HRV,2016,12821.1738140304,6.68087435,77.9219512195122,4.1,4106867.0
HRV,2017,13902.6310485422,6.61199808,77.7268292682927,4.1,4041407.0
HRV,2018,15460.4183295843,6.69267464,77.919512195122,4.0,3988775.0
HRV,2019,15563.8167397199,6.7431674,78.2243902439024,4.0,3949390.0
HRV,2020,14808.4620188819,7.64949179,77.5243902439024,4.0,3914206.0
HRV,2021,17789.9304736722,8.01351929,76.4243902439025,3.9,3878981.0
HRV,2022,18466.0955472648,7.21545315,77.5756097560976,3.9,3855641.0
HRV,2023,21865.4562838641,,78.4731707317073,3.9,3859686.0
HRV,2024,23931.4528382746,,,,3866300.0
CUB,2015,7727.91997207998,12.81404305,77.745,4.8,11275065.0
CUB,2016,8110.55873961397,12.21769619,77.571,4.9,11265612.0
CUB,2017,8610.60829531998,11.47201538,77.3,5.0,11247829.0
CUB,2018,8911.46205964193,11.01842499,77.426,5.2,11227118.0
CUB,2019,9232.26115935183,11.08501148,77.413,5.4,11202846.0
CUB,2020,9605.26125067263,12.48641968,77.407,5.7,11176354.0
CUB,2021,,13.78727913,73.201,6.0,11122168.0
CUB,2022,,11.78683186,77.629,6.3,11059820.0
CUB,2023,,,78.085,6.6,11019931.0
CUB,2024,,,,,10979783.0
CUW,2015,19361.8130008678,,76.482,,157980.0
CUW,2016,18944.0961493998,,76.322,,159664.0
CUW,2017,18938.2440469703,,76.423,,160175.0
CUW,2018,19119.1243941688,,76.493,,159336.0
CUW,2019,19220.6865793075,,76.492,,157441.0
CUW,2020,16356.0933254541,,76.501,,154947.0
CUW,2021,17979.9982909306,,75.686,,152369.0
CUW,2022,20501.7522782219,,76.729,,149996.0
CUW,2023,21061.741639092,,76.8,,155800.0
CUW,2024,,,,,155900.0
CYP,2015,23487.228515625,6.79382181,81.464,2.4,1219502.0
CYP,2016,24715.154296875,6.65254688,81.534,2.4,1237112.0
CYP,2017,26696.990234375,6.62192535,81.543,2.4,1254275.0
CYP,2018,29599.986328125,6.82599831,81.556,2.5,1270737.0
CYP,2019,29703.052734375,7.06576538,81.454,2.6,1286671.0
CYP,2020,28649.015625,8.76033878,81.23,2.6,1302247.0
CYP,2021,33734.03515625,9.47552109,80.573,2.7,1317309.0
CYP,2022,33894.44921875,8.87060547,80.434,2.8,1331370.0
CYP,2023,36551.41796875,,81.648,2.9,1344976.0
CYP,2024,38654.16796875,,,,1358282.0
CZE,2015,17931.5987670768,7.3351512,78.5780487804878,2.6,10546059.0
CZE,2016,18753.9686718096,7.3930459,79.0268292682927,2.6,10566332.0
CZE,2017,20913.197632212,7.33911419,78.9780487804878,2.6,10594438.0
CZE,2018,23705.9329811299,7.46030998,79.0292682926829,2.5,10629928.0
CZE,2019,24062.7190013343,7.61342955,79.2292682926829,2.4,10671870.0
CZE,2020,23472.8915454417,9.15721989,78.2268292682927,2.4,10697858.0
CZE,2021,27696.4619527544,9.45247459,77.2219512195122,2.3,10505772.0
CZE,2022,28282.2236715857,8.79904652,78.9292682926829,2.2,10672118.0
CZE,2023,31591.0568216357,8.53962803,79.8780487804878,2.1,10864042.0
CZE,2024,31706.6234229743,,,,10882164.0
DNK,2015,53094.0133607574,10.34411812,80.7024390243902,3.5,5683483.0
DNK,2016,54500.9260410217,10.25162029,80.8536585365854,3.5,5728010.0
DNK,2017,57521.5514992225,10.09825516,81.1024390243903,3.4,5764980.0
DNK,2018,61324.7665045565,10.09764194,80.9536585365854,3.4,5793636.0
DNK,2019,59404.2663247723,10.1524353,81.4512195121951,3.3,5814422.0
DNK,2020,60985.4885601514,10.71854591,81.6024390243903,3.2,5831404.0
DNK,2021,69727.9873677012,10.74728584,81.4048780487805,3.2,5856733.0
DNK,2022,68091.3191138669,9.4758625,81.3048780487805,3.1,5903037.0
DNK,2023,68453.8769281145,9.41784573,81.8536585365854,3.0,5946952.0
DNK,2024,71851.7562131368,,,,5976992.0
DJI,2015,2376.12554719873,3.3475771,62.833,56.6,1020313.0
DJI,2016,2510.4300076241,2.7416594,63.335,55.1,1037653.0
DJI,2017,2618.95521147369,2.46857476,63.71,53.5,1054841.0
DJI,2018,2718.08338799203,2.51871514,64.105,52.0,1071882.0
DJI,2019,2837.16902340932,2.40641236,64.381,50.4,1088709.0
DJI,2020,2844.88810647853,2.32228446,64.2,48.8,1105188.0
DJI,2021,3025.91126413549,2.88669515,63.83,47.3,1121248.0
DJI,2022,3133.25779772463,2.49675012,65.54,45.9,1137096.0
DJI,2023,3397.52015779588,,65.987,44.4,1152944.0
DJI,2024,3496.47111876763,,,,1168722.0
DMA,2015,8282.59874702141,5.15941811,69.968,26.8,70410.0
DMA,2016,8802.56172041363,5.12308073,71.189,27.8,69606.0
DMA,2017,8224.64896571414,5.46245432,68.62,28.8,68496.0
DMA,2018,9215.3085405645,6.18495989,71.378,29.7,68174.0
DMA,2019,9491.14995962374,5.16903925,71.305,30.6,67880.0
DMA,2020,7827.74842680426,6.12651205,71.269,31.4,67573.0
DMA,2021,8376.40414141113,6.31661367,69.832,32.1,67202.0
DMA,2022,9323.66089490562,6.31969738,71.081,32.7,66826.0
DMA,2023,9912.96212766668,,71.132,33.1,66510.0
DMA,2024,10405.2787777582,,,,66205.0
DOM,2015,6800.95309395474,4.72216797,72.982,31.2,10434829.0
DOM,2016,7160.44200982307,4.57663107,72.889,31.3,10551430.0
DOM,2017,7412.71571571512,4.49336958,73.37,31.3,10666843.0
DOM,2018,7882.98221584944,4.12601566,73.555,31.2,10782053.0
DOM,2019,8183.01623600375,4.23948717,73.112,30.9,10894043.0
DOM,2020,7135.22273255899,4.93967104,72.636,30.4,11008300.0
DOM,2021,8527.0754858205,4.91807747,71.757,29.8,11123476.0
DOM,2022,10104.2449349081,4.57254791,74.211,29.1,11230734.0
DOM,2023,10630.431743829,,73.72,28.4,11331265.0
DOM,2024,10875.6618443092,,,,11427557.0
ECU,2015,5976.1596805651,7.76786041,76.222,12.9,16266225.0
ECU,2016,5917.63771271481,7.58817482,76.094,12.5,16505139.0
ECU,2017,6233.32244797718,7.52484131,76.22,12.2,16759519.0
ECU,2018,6303.91886658338,7.83214045,77.248,11.9,17049547.0
ECU,2019,6205.05765246766,7.80768251,77.286,11.7,17340021.0
ECU,2020,5463.64515348598,8.6576252,72.004,11.5,17546065.0
ECU,2021,6061.32350181711,8.20646191,72.746,11.3,17682454.0
ECU,2022,6515.58528418336,7.53457022,76.577,11.2,17823897.0
ECU,2023,6737.84748379638,,77.392,11.1,17980083.0
ECU,2024,6874.705739766,,,,18135478.0
EGY,2015,3306.98159414141,5.06153202,70.135,21.2,99597342.0
EGY,2016,3270.6287768197,5.07462406,70.437,20.5,101644589.0
EGY,2017,2395.10333299491,5.34661913,70.709,19.8,103696057.0
EGY,2018,2484.70315630508,4.74892998,70.974,19.1,105682094.0
EGY,2019,2962.98892023003,4.5994668,71.213,18.4,107553158.0
EGY,2020,3511.11381026379,4.15384626,69.79,17.8,109315124.0
EGY,2021,3827.35415374308,4.60955143,68.976,17.2,110957008.0
EGY,2022,4233.30783744856,4.70438385,71.01,16.7,112618250.0
EGY,2023,3456.78968456253,,71.633,16.1,114535772.0
EGY,2024,3338.47371395895,,,,116538258.0
SLV,2015,3790.34089108162,8.75833225,70.952,12.5,6183676.0
SLV,2016,3901.34014965811,8.71456337,70.908,12.0,6200800.0
SLV,2017,4020.12671373919,8.42286873,71.007,11.5,6213533.0
SLV,2018,4183.54620971358,8.322752,71.384,11.1,6219807.0
SLV,2019,4320.11671534627,8.80846119,71.725,10.6,6222318.0
SLV,2020,3997.19279583709,8.95105076,70.244,10.2,6234673.0
SLV,2021,4642.60743101342,10.12668991,69.941,9.8,6255782.0
SLV,2022,5074.60210221806,9.84079742,71.969,9.5,6280319.0
SLV,2023,5365.44491399171,,72.099,9.2,6309624.0
SLV,2024,5579.65969165029,,,,6338193.0
GNQ,2015,9068.91003238645,2.34058237,60.635,63.4,1453923.0
GNQ,2016,7453.19797948517,2.85941601,61.081,61.3,1508186.0
GNQ,2017,7809.10465655488,2.7471416,61.481,59.4,1562396.0
GNQ,2018,8102.47084834031,2.85223722,61.915,57.7,1616422.0
GNQ,2019,6804.14923073888,3.16780853,62.297,56.1,1670177.0
GNQ,2020,5764.05502912947,3.99582434,62.141,54.3,1716468.0
GNQ,2021,6945.63069794539,3.39468098,62.447,52.6,1758786.0
GNQ,2022,7589.29964909381,2.91350007,63.355,50.9,1803545.0
GNQ,2023,6677.793435386,,63.707,49.1,1847549.0
GNQ,2024,6745.40013244916,,,,1892516.0
ERI,2015,,4.50776815,65.909,32.4,3105546.0
ERI,2016,,3.73838949,66.242,31.4,3124698.0
ERI,2017,,4.15359449,66.612,30.6,3150347.0
ERI,2018,,4.24748898,66.979,29.6,3192760.0
ERI,2019,,4.64806461,67.306,28.7,3240194.0
ERI,2020,,4.31046677,66.98,27.9,3291271.0
ERI,2021,,4.17839003,66.94,27.2,3350183.0
ERI,2022,,3.87447667,67.789,26.4,3409447.0
ERI,2023,,,68.624,25.5,3470390.0
ERI,2024,,,,,3535603.0
EST,2015,17722.1557669523,6.64135027,77.590243902439,2.5,1315407.0
EST,2016,18666.3736521706,6.70240974,77.6414634146342,2.3,1315790.0
EST,2017,20851.5223496861,6.59727049,78.0926829268293,2.2,1317384.0
EST,2018,23618.1361254581,6.6912818,78.2439024390244,2.0,1321977.0
EST,2019,24021.2501413306,6.81699181,78.6463414634147,1.9,1326898.0
EST,2020,23933.9939421065,7.57906437,78.5951219512195,1.8,1329522.0
EST,2021,27953.7670230126,7.47860336,76.9439024390244,1.8,1330932.0
EST,2022,28451.1477825175,6.98701143,77.8439024390244,1.7,1348840.0
EST,2023,30133.304450454,,78.490243902439,1.6,1370286.0
EST,2024,31170.0915091887,,,,1371986.0
SWZ,2015,3420.75357067279,7.05855274,54.941,54.9,1142813.0
SWZ,2016,3239.80707501414,6.82044792,56.228,52.0,1149507.0
SWZ,2017,3853.99147918102,6.98103714,57.574,51.5,1158195.0
SWZ,2018,3973.46344933667,7.31937742,58.707,48.5,1168929.0
SWZ,2019,3913.12643969301,8.40033817,59.85,48.2,1179874.0
SWZ,2020,3454.784217446,7.07603502,59.862,47.1,1192729.0
SWZ,2021,3966.29863253832,7.38329172,58.228,45.8,1206593.0
SWZ,2022,3889.65276959161,7.2226615,63.028,44.6,1218917.0
SWZ,2023,3741.69010745416,,64.123,43.5,1230506.0
SWZ,2024,3936.10969242371,,,,1242822.0
ETH,2015,621.845673808133,3.82316828,63.592,48.0,103867135.0
ETH,2016,696.196084806324,3.60033751,64.162,46.0,106718162.0
ETH,2017,745.632433925343,3.45336914,64.766,44.2,109666481.0
ETH,2018,747.968003672674,3.30371761,65.257,42.5,112664152.0
ETH,2019,828.709080522921,3.24287128,65.741,41.0,115737383.0
ETH,2020,905.313159254148,3.48096275,65.969,39.6,118917671.0
ETH,2021,910.947887074508,3.2075386,65.33,38.3,122138588.0
ETH,2022,1011.07332413462,2.85274577,66.897,37.0,125384287.0
ETH,2023,,,67.315,35.7,128691692.0
ETH,2024,,,,,132059767.0
FRO,2015,52635.0375463609,,81.7926829268293,,48901.0
FRO,2016,56875.2803813296,,81.9926829268293,,49464.0
FRO,2017,59387.353086482,,82.1439024390244,,50180.0
FRO,2018,62526.4908515743,,82.2926829268293,,50996.0
FRO,2019,63067.0695697911,,82.4439024390244,,51793.0
FRO,2020,62240.822409175,,82.6439024390244,,52567.0
FRO,2021,68749.4005557957,,82.8439024390244,,53305.0
FRO,2022,66139.3809716876,,82.9439024390244,,53927.0
FRO,2023,71774.3522353393,,83.1439024390244,,54439.0
FRO,2024,,,,,54719.0
FJI,2015,5097.53106864695,3.32468939,66.48,16.3,918578.0
FJI,2016,5363.79026679243,3.27979708,66.657,17.0,919166.0
FJI,2017,5826.84814459328,3.18689561,67.06,18.0,918759.0
FJI,2018,6085.41979485376,4.10572624,66.965,19.2,917180.0
FJI,2019,5950.82866866702,4.28229284,67.009,20.6,914899.0
FJI,2020,4844.42127154524,5.28987408,66.924,21.9,914963.0
FJI,2021,4696.17103944634,7.06084681,64.904,22.9,916711.0
FJI,2022,5405.03006162671,4.00910091,67.148,23.5,919422.0
FJI,2023,5888.73667332429,3.57928777,67.316,23.8,924145.0
FJI,2024,6288.39867264416,,,,928784.0
